year,ISO,LiNo,latitude,longitude,Breteau_index,Aeg_aed_index,Res_index,Contain_index,Larvae_index,date,
2010,29,73,22.6366358,120.3341816,1.923076923,0.019230769,1.923076923,1.960784314,92.30769231,2010/7/12,2010/7/18
2012,12,73,22.6366358,120.3341816,1.923076923,0,1.923076923,2.857142857,9.615384615,2012/3/12,2012/3/18
2006,14,74,22.6403602,120.3356231,1.923076923,0,1.923076923,1.111111111,38.46153846,2006/3/27,2006/4/2
2007,34,74,22.6403602,120.3356231,1.923076923,0,1.923076923,1.923076923,13.46153846,2007/8/20,2007/8/26
2010,19,74,22.6403602,120.3356231,1.923076923,0.038461538,1.923076923,1.923076923,40.38461538,2010/5/3,2010/5/9
2008,18,75,22.6384195,120.3385059,1.923076923,0,1.923076923,1.724137931,19.23076923,2008/4/28,2008/5/4
2009,16,75,22.6384195,120.3385059,1.923076923,0,1.923076923,1.538461538,11.53846154,2009/4/13,2009/4/19
2009,21,75,22.6384195,120.3385059,1.923076923,0,1.923076923,1.851851852,5.769230769,2009/5/18,2009/5/24
2010,25,76,22.6445413,120.3284158,1.923076923,0,1.923076923,1.694915254,21.15384615,2010/6/14,2010/6/20
2012,18,76,22.6445413,120.3284158,1.923076923,0,1.923076923,2.564102564,15.38461538,2012/4/23,2012/4/29
2007,34,77,22.6458505,120.3237308,1.923076923,0,1.923076923,1.333333333,25,2007/8/20,2007/8/26
2007,42,77,22.6458505,120.3237308,1.923076923,0,1.923076923,1.333333333,9.615384615,2007/10/15,2007/10/21
2007,52,77,22.6458505,120.3237308,1.923076923,0.038461538,1.923076923,1.408450704,3.846153846,2007/12/24,2007/12/30
2009,49,78,22.6560292,120.3183249,1.923076923,0,1.923076923,1.923076923,13.46153846,2009/11/30,2009/12/6
2011,15,79,22.6493216,120.3183249,1.923076923,0.057692308,1.923076923,2.631578947,57.69230769,2011/4/4,2011/4/10
2009,21,80,22.6556903,120.3215685,1.923076923,0.038461538,1.923076923,1.960784314,34.61538462,2009/5/18,2009/5/24
2009,11,81,22.6524079,120.3244516,1.923076923,0,1.923076923,1.960784314,7.692307692,2009/3/9,2009/3/15
2006,45,82,22.6513662,120.32301,1.923076923,0.019230769,1.923076923,1.369863014,21.15384615,2006/10/30,2006/11/5
2010,30,82,22.6513662,120.32301,1.923076923,0,1.923076923,1.666666667,5.769230769,2010/7/19,2010/7/25
2010,9,83,22.651373,120.3165229,1.923076923,0.019230769,1.923076923,1.315789474,38.46153846,2010/2/22,2010/2/28
2009,19,84,22.6509951,120.3215685,1.923076923,0.038461538,1.923076923,1.754385965,5.769230769,2009/5/4,2009/5/10
2010,19,84,22.6509951,120.3215685,1.923076923,0,1.923076923,1.587301587,15.38461538,2010/5/3,2010/5/9
2010,9,84,22.6509951,120.3215685,1.923076923,0.019230769,1.923076923,1.694915254,11.53846154,2010/2/22,2010/2/28
2006,14,85,22.6594543,120.3212081,1.923076923,0.057692308,1.923076923,1.538461538,34.61538462,2006/3/27,2006/4/2
2011,22,85,22.6594543,120.3212081,1.923076923,0,1.923076923,2.222222222,5.769230769,2011/5/23,2011/5/29
2012,16,15,22.6568351,120.330578,1.908396947,0,1.908396947,6.172839506,0,2012/4/9,2012/4/15
2011,32,26,22.6466511,120.3053498,1.904761905,0.028571429,1.904761905,2.325581395,11.42857143,2011/8/1,2011/8/7
2012,15,50,22.6709279,120.3240912,1.904761905,0,1.904761905,6.25,0,2012/4/2,2012/4/8
2010,23,1,22.6393982,120.2869661,1.886792453,0,1.886792453,1.960784314,11.32075472,2010/5/31,2010/6/6
2005,15,4,22.6366375,120.2905709,1.886792453,0.018867925,1.886792453,0.952380952,9.433962264,2005/4/4,2005/4/10
2007,1,4,22.6366375,120.2905709,1.886792453,0,1.886792453,1.785714286,5.660377358,2007/1/1,2007/1/7
2010,35,4,22.6366375,120.2905709,1.886792453,0,1.886792453,2.43902439,11.32075472,2010/8/23,2010/8/29
2010,37,5,22.6367146,120.2869661,1.886792453,0,1.886792453,4.347826087,20.75471698,2010/9/6,2010/9/12
2006,13,7,22.6444324,120.2837217,1.886792453,0.056603774,1.886792453,1.428571429,11.32075472,2006/3/20,2006/3/26
2009,11,8,22.6448263,120.3399473,1.886792453,0.018867925,1.886792453,1.886792453,16.98113208,2009/3/9,2009/3/15
2012,1,8,22.6448263,120.3399473,1.886792453,0,0.943396226,5.128205128,1.886792453,2012/1/1,2012/1/1
2009,12,10,22.6535995,120.3251724,1.886792453,0,1.886792453,1.960784314,5.660377358,2009/3/16,2009/3/22
2009,27,10,22.6535995,120.3251724,1.886792453,0,1.886792453,1.923076923,3.773584906,2009/6/29,2009/7/5
2007,42,11,22.6491501,120.3385059,1.886792453,0,1.886792453,1.428571429,15.09433962,2007/10/15,2007/10/21
2009,6,12,22.6572136,120.3255327,1.886792453,0,1.886792453,1.923076923,20.75471698,2009/2/2,2009/2/8
2007,19,16,22.6480125,120.32301,1.886792453,0,1.886792453,1.492537313,3.773584906,2007/5/7,2007/5/13
2008,15,16,22.6480125,120.32301,1.886792453,0,1.886792453,1.724137931,66.03773585,2008/4/7,2008/4/13
2006,13,19,22.6404888,120.2986815,1.886792453,0,1.886792453,1.282051282,16.98113208,2006/3/20,2006/3/26
2009,24,19,22.6404888,120.2986815,1.886792453,0,1.886792453,1.818181818,13.20754717,2009/6/8,2009/6/14
2006,17,25,22.6471059,120.2966989,1.886792453,0,1.886792453,1.063829787,24.52830189,2006/4/17,2006/4/23
2006,10,26,22.6466511,120.3053498,1.886792453,0.056603774,1.886792453,1.204819277,20.75471698,2006/2/27,2006/3/5
2009,14,26,22.6466511,120.3053498,1.886792453,0,1.886792453,1.639344262,16.98113208,2009/3/30,2009/4/5
2009,30,26,22.6466511,120.3053498,1.886792453,0,1.886792453,1.851851852,5.660377358,2009/7/20,2009/7/26
2007,14,27,22.6497893,120.2966989,1.886792453,0,1.886792453,1.612903226,11.32075472,2007/4/2,2007/4/8
2009,12,29,22.6494122,120.3017453,1.886792453,0,1.886792453,1.818181818,11.32075472,2009/3/16,2009/3/22
2006,14,30,22.6389998,120.3179645,1.886792453,0,1.886792453,1.538461538,5.660377358,2006/3/27,2006/4/2
2009,17,32,22.6395987,120.3150812,1.886792453,0,1.886792453,1.515151515,7.547169811,2009/4/20,2009/4/26
2009,24,33,22.6386012,120.3053498,1.886792453,0.037735849,1.886792453,1.666666667,60.37735849,2009/6/8,2009/6/14
2012,12,34,22.6387562,120.2981408,1.886792453,0,1.886792453,3.846153846,28.30188679,2012/3/12,2012/3/18
2007,16,35,22.636206,120.3168833,1.886792453,0,1.886792453,1.234567901,5.660377358,2007/4/16,2007/4/22
2007,18,35,22.636206,120.3168833,1.886792453,0,1.886792453,2.040816327,3.773584906,2007/4/30,2007/5/6
2009,27,35,22.636206,120.3168833,1.886792453,0,1.886792453,1.666666667,11.32075472,2009/6/29,2009/7/5
2007,4,38,22.636999,120.3049893,1.886792453,0,1.886792453,1.282051282,13.20754717,2007/1/22,2007/1/28
2012,3,39,22.633484,120.3186853,1.886792453,0.081761006,1.257861635,6.382978723,32.0754717,2012/1/9,2012/1/15
2006,18,42,22.6443781,120.3049893,1.886792453,0,1.886792453,1.041666667,5.660377358,2006/4/24,2006/4/30
2009,27,42,22.6443781,120.3049893,1.886792453,0,1.886792453,1.612903226,1.886792453,2009/6/29,2009/7/5
2010,9,43,22.6405028,120.3042684,1.886792453,0.018867925,1.886792453,1.492537313,5.660377358,2010/2/22,2010/2/28
2007,15,44,22.6430364,120.3049893,1.886792453,0,1.886792453,1.818181818,3.773584906,2007/4/9,2007/4/15
2011,19,44,22.6430364,120.3049893,1.886792453,0,1.886792453,1.960784314,3.773584906,2011/5/2,2011/5/8
2007,10,46,22.6638891,120.3208477,1.886792453,0,1.886792453,2,11.32075472,2007/3/5,2007/3/11
2007,12,47,22.6625794,120.3255327,1.886792453,0,1.886792453,1.333333333,3.773584906,2007/3/19,2007/3/25
2009,12,47,22.6625794,120.3255327,1.886792453,0,1.886792453,2.040816327,11.32075472,2009/3/16,2009/3/22
2007,50,48,22.6665247,120.3291365,1.886792453,0.018867925,1.886792453,1.724137931,86.79245283,2007/12/10,2007/12/16
2009,12,51,22.6762937,120.3240912,1.886792453,0,1.886792453,1.923076923,7.547169811,2009/3/16,2009/3/22
2007,1,55,22.6403863,120.3096749,1.886792453,0,1.886792453,1.25,9.433962264,2007/1/1,2007/1/7
2006,14,57,22.6432638,120.300664,1.886792453,0,1.886792453,1.369863014,5.660377358,2006/3/27,2006/4/2
2007,4,60,22.6430695,120.3096749,1.886792453,0,1.886792453,2.222222222,105.6603774,2007/1/22,2007/1/28
2006,13,61,22.6364107,120.2948966,1.886792453,0,1.886792453,1.5625,13.20754717,2006/3/20,2006/3/26
2007,47,65,22.6473667,120.3341816,1.886792453,0,1.886792453,1.612903226,11.32075472,2007/11/19,2007/11/25
2005,18,66,22.6402174,120.3298573,1.886792453,0,1.886792453,1.754385965,11.32075472,2005/4/25,2005/5/1
2009,14,66,22.6402174,120.3298573,1.886792453,0,1.886792453,1.960784314,13.20754717,2009/3/30,2009/4/5
2010,19,68,22.6485655,120.3284158,1.886792453,0.075471698,1.886792453,1.923076923,7.547169811,2010/5/3,2010/5/9
2009,18,69,22.6416229,120.3392266,1.886792453,0,1.886792453,1.694915254,7.547169811,2009/4/27,2009/5/3
2011,50,71,22.6375204,120.34283,1.886792453,0,1.886792453,3.03030303,22.64150943,2011/12/5,2011/12/11
2009,51,74,22.6403602,120.3356231,1.886792453,0,1.886792453,2.380952381,20.75471698,2009/12/14,2009/12/20
2009,10,75,22.6384195,120.3385059,1.886792453,0,1.886792453,2.272727273,5.660377358,2009/3/2,2009/3/8
2006,14,80,22.6556903,120.3215685,1.886792453,0.037735849,1.886792453,1.298701299,109.4339623,2006/3/27,2006/4/2
2009,24,80,22.6556903,120.3215685,1.886792453,0,1.886792453,1.612903226,43.39622642,2009/6/8,2009/6/14
2010,9,81,22.6524079,120.3244516,1.886792453,0,1.886792453,2,5.660377358,2010/2/22,2010/2/28
2006,14,82,22.6513662,120.32301,1.886792453,0.037735849,1.886792453,1.470588235,15.09433962,2006/3/27,2006/4/2
2012,8,54,22.6355178,120.2927338,1.858736059,0,1.858736059,3.401360544,10.03717472,2012/2/13,2012/2/19
2010,9,4,22.6366375,120.2905709,1.851851852,0,1.851851852,1.785714286,3.703703704,2010/2/22,2010/2/28
2009,18,6,22.6352957,120.2905709,1.851851852,0,1.851851852,1.298701299,7.407407407,2009/4/27,2009/5/3
2009,18,9,22.6527321,120.3341816,1.851851852,0,1.851851852,1.538461538,9.259259259,2009/4/27,2009/5/3
2011,1,9,22.6527321,120.3341816,1.851851852,0,1.851851852,2.5,26.71957672,2011/1/1,2011/1/2
2007,19,11,22.6491501,120.3385059,1.851851852,0,1.851851852,1.19047619,3.703703704,2007/5/7,2007/5/13
2009,17,11,22.6491501,120.3385059,1.851851852,0,1.851851852,1.470588235,5.555555556,2009/4/20,2009/4/26
2007,48,18,22.6447551,120.2999431,1.851851852,0,1.851851852,1.666666667,3.703703704,2007/11/26,2007/12/2
2006,17,19,22.6404888,120.2986815,1.851851852,0,1.851851852,1.19047619,38.88888889,2006/4/17,2006/4/23
2009,26,20,22.6411791,120.2977803,1.851851852,0,1.851851852,1.538461538,12.96296296,2009/6/22,2009/6/28
2006,10,21,22.6338814,120.2876871,1.851851852,0,1.851851852,1.075268817,11.11111111,2006/2/27,2006/3/5
2007,18,23,22.6467948,120.3111166,1.851851852,0,1.851851852,1.515151515,3.703703704,2007/4/30,2007/5/6
2006,14,25,22.6471059,120.2966989,1.851851852,0.018518519,1.851851852,1.886792453,14.81481481,2006/3/27,2006/4/2
2009,10,26,22.6466511,120.3053498,1.851851852,0,1.851851852,1.428571429,11.11111111,2009/3/2,2009/3/8
2009,23,26,22.6466511,120.3053498,1.851851852,0,1.851851852,1.538461538,1.851851852,2009/6/1,2009/6/7
2007,4,37,22.6381576,120.3010244,1.851851852,0,1.851851852,1.923076923,9.259259259,2007/1/22,2007/1/28
2009,24,40,22.6390265,120.2855241,1.851851852,0,1.851851852,1.666666667,29.62962963,2009/6/8,2009/6/14
2007,18,42,22.6443781,120.3049893,1.851851852,0,1.851851852,1.694915254,20.37037037,2007/4/30,2007/5/6
2009,19,42,22.6443781,120.3049893,1.851851852,0,1.851851852,1.492537313,137.037037,2009/5/4,2009/5/10
2010,9,46,22.6638891,120.3208477,1.851851852,0.018518519,1.851851852,1.5625,57.40740741,2010/2/22,2010/2/28
2007,3,47,22.6625794,120.3255327,1.851851852,0,1.851851852,2.083333333,5.555555556,2007/1/15,2007/1/21
2009,18,48,22.6665247,120.3291365,1.851851852,0,1.851851852,1.724137931,5.555555556,2009/4/27,2009/5/3
2007,15,51,22.6762937,120.3240912,1.851851852,0.037037037,1.851851852,1.587301587,16.66666667,2007/4/9,2007/4/15
2008,19,51,22.6762937,120.3240912,1.851851852,0,1.851851852,1.449275362,31.48148148,2008/5/5,2008/5/11
2009,16,51,22.6762937,120.3240912,1.851851852,0,1.851851852,1.694915254,11.11111111,2009/4/13,2009/4/19
2009,13,53,22.638573,120.2941757,1.851851852,0,1.851851852,1.886792453,38.88888889,2009/3/23,2009/3/29
2009,19,59,22.6437128,120.2985012,1.851851852,0.018518519,1.851851852,1.219512195,22.22222222,2009/5/4,2009/5/10
2008,15,61,22.6364107,120.2948966,1.851851852,0,1.851851852,2.173913043,5.555555556,2008/4/7,2008/4/13
2011,9,62,22.6392101,120.2894895,1.851851852,0,1.851851852,2.564102564,5.555555556,2011/2/21,2011/2/27
2009,27,64,22.6351375,120.3413886,1.851851852,0,1.851851852,1.694915254,11.11111111,2009/6/29,2009/7/5
2006,14,69,22.6416229,120.3392266,1.851851852,0,1.851851852,0.961538462,12.96296296,2006/3/27,2006/4/2
2005,22,72,22.6396034,120.3457126,1.851851852,0,1.851851852,1.639344262,33.33333333,2005/5/23,2005/5/29
2009,25,74,22.6403602,120.3356231,1.851851852,0,1.851851852,1.538461538,3.703703704,2009/6/15,2009/6/21
2007,3,75,22.6384195,120.3385059,1.851851852,0,1.851851852,1.19047619,5.555555556,2007/1/15,2007/1/21
2007,12,79,22.6493216,120.3183249,1.851851852,0.018518519,1.851851852,2.083333333,24.07407407,2007/3/19,2007/3/25
2006,18,82,22.6513662,120.32301,1.851851852,0.018518519,1.851851852,1.111111111,9.259259259,2006/4/24,2006/4/30
2007,7,82,22.6513662,120.32301,1.851851852,0,1.851851852,1.149425287,35.18518519,2007/2/12,2007/2/18
2007,7,83,22.651373,120.3165229,1.851851852,0,1.851851852,2.941176471,22.22222222,2007/2/12,2007/2/18
2005,15,1,22.6393982,120.2869661,1.818181818,0,1.818181818,1.25,1.818181818,2005/4/4,2005/4/10
2009,12,1,22.6393982,120.2869661,1.818181818,0,1.818181818,1.754385965,1.818181818,2009/3/16,2009/3/22
2009,18,1,22.6393982,120.2869661,1.818181818,0,1.818181818,1.923076923,14.54545455,2009/4/27,2009/5/3
2009,19,2,22.6436793,120.2938152,1.818181818,0,1.818181818,2,81.81818182,2009/5/4,2009/5/10
2009,27,2,22.6436793,120.2938152,1.818181818,0,1.818181818,1.587301587,29.09090909,2009/6/29,2009/7/5
2009,13,3,22.643491,120.2963385,1.818181818,0.018181818,1.818181818,1.587301587,5.454545455,2009/3/23,2009/3/29
2009,19,3,22.643491,120.2963385,1.818181818,0,1.818181818,1.587301587,49.09090909,2009/5/4,2009/5/10
2009,12,4,22.6366375,120.2905709,1.818181818,0,1.818181818,1.694915254,3.636363636,2009/3/16,2009/3/22
2009,22,6,22.6352957,120.2905709,1.818181818,0,1.818181818,1.851851852,60,2009/5/25,2009/5/31
2009,24,6,22.6352957,120.2905709,1.818181818,0.018181818,1.818181818,1.639344262,3.636363636,2009/6/8,2009/6/14
2009,25,8,22.6448263,120.3399473,1.818181818,0,1.818181818,1.694915254,63.63636364,2009/6/15,2009/6/21
2009,18,11,22.6491501,120.3385059,1.818181818,0,1.818181818,1.333333333,7.272727273,2009/4/27,2009/5/3
2009,20,11,22.6491501,120.3385059,1.818181818,0,1.818181818,1.851851852,76.36363636,2009/5/11,2009/5/17
2009,16,12,22.6572136,120.3255327,1.818181818,0,1.818181818,1.428571429,10.90909091,2009/4/13,2009/4/19
2009,13,16,22.6480125,120.32301,1.818181818,0.018181818,1.818181818,1.666666667,10.90909091,2009/3/23,2009/3/29
2012,16,17,22.6458181,120.3190457,1.818181818,0,1.818181818,11.11111111,0,2012/4/9,2012/4/15
2009,20,18,22.6447551,120.2999431,1.818181818,0,1.818181818,1.694915254,141.8181818,2009/5/11,2009/5/17
2009,13,19,22.6404888,120.2986815,1.818181818,0,1.818181818,1.298701299,7.272727273,2009/3/23,2009/3/29
2006,9,22,22.6424705,120.3125583,1.818181818,0,1.818181818,1.492537313,14.54545455,2006/2/20,2006/2/26
2009,11,23,22.6467948,120.3111166,1.818181818,0,1.818181818,1.315789474,3.636363636,2009/3/9,2009/3/15
2009,15,24,22.6432131,120.3154416,1.818181818,0,1.818181818,1.234567901,12.72727273,2009/4/6,2009/4/12
2009,19,27,22.6497893,120.2966989,1.818181818,0,1.818181818,1.470588235,5.454545455,2009/5/4,2009/5/10
2006,10,28,22.6490349,120.3067915,1.818181818,0,1.818181818,1.388888889,9.090909091,2006/2/27,2006/3/5
2009,12,28,22.6490349,120.3067915,1.818181818,0,1.818181818,1.587301587,5.454545455,2009/3/16,2009/3/22
2009,14,28,22.6490349,120.3067915,1.818181818,0,1.818181818,1.923076923,7.272727273,2009/3/30,2009/4/5
2010,11,29,22.6494122,120.3017453,1.818181818,0,1.818181818,1.785714286,3.636363636,2010/3/8,2010/3/14
2009,24,30,22.6389998,120.3179645,1.818181818,0,1.818181818,1.851851852,3.636363636,2009/6/8,2009/6/14
2009,21,31,22.639853,120.3219289,1.818181818,0,1.818181818,1.515151515,5.454545455,2009/5/18,2009/5/24
2009,31,33,22.6386012,120.3053498,1.818181818,0,1.818181818,1.818181818,7.272727273,2009/7/27,2009/8/2
2005,15,34,22.6387562,120.2981408,1.818181818,0,1.818181818,1.19047619,16.36363636,2005/4/4,2005/4/10
2006,13,34,22.6387562,120.2981408,1.818181818,0,1.818181818,1.428571429,12.72727273,2006/3/20,2006/3/26
2009,16,34,22.6387562,120.2981408,1.818181818,0,1.818181818,1.298701299,12.72727273,2009/4/13,2009/4/19
2009,32,34,22.6387562,120.2981408,1.818181818,0.036363636,1.818181818,1.612903226,20,2009/8/3,2009/8/9
2009,16,36,22.6386344,120.3100354,1.818181818,0,1.818181818,1.694915254,5.454545455,2009/4/13,2009/4/19
2009,26,36,22.6386344,120.3100354,1.818181818,0.018181818,1.818181818,1.694915254,23.63636364,2009/6/22,2009/6/28
2009,32,36,22.6386344,120.3100354,1.818181818,0,1.818181818,1.538461538,16.36363636,2009/8/3,2009/8/9
2009,13,37,22.6381576,120.3010244,1.818181818,0,1.818181818,2.380952381,1.818181818,2009/3/23,2009/3/29
2009,27,37,22.6381576,120.3010244,1.818181818,0,1.818181818,1.388888889,5.454545455,2009/6/29,2009/7/5
2009,27,38,22.636999,120.3049893,1.818181818,0,1.818181818,1.470588235,10.90909091,2009/6/29,2009/7/5
2009,30,38,22.636999,120.3049893,1.818181818,0,1.818181818,1.666666667,7.272727273,2009/7/20,2009/7/26
2005,15,40,22.6390265,120.2855241,1.818181818,0.018181818,1.818181818,1.538461538,0,2005/4/4,2005/4/10
2009,20,40,22.6390265,120.2855241,1.818181818,0,1.818181818,1.639344262,3.636363636,2009/5/11,2009/5/17
2009,10,41,22.6416948,120.3049893,1.818181818,0.036363636,1.818181818,2.43902439,9.090909091,2009/3/2,2009/3/8
2009,7,41,22.6416948,120.3049893,1.818181818,0,1.818181818,1.923076923,3.636363636,2009/2/9,2009/2/15
2009,19,43,22.6405028,120.3042684,1.818181818,0,1.818181818,1.351351351,67.27272727,2009/5/4,2009/5/10
2005,17,46,22.6638891,120.3208477,1.818181818,0,1.818181818,1.25,9.090909091,2005/4/18,2005/4/24
2009,16,48,22.6665247,120.3291365,1.818181818,0.018181818,1.818181818,1.666666667,41.81818182,2009/4/13,2009/4/19
2006,40,49,22.6625156,120.3161625,1.818181818,0,0.909090909,2.150537634,11.81818182,2006/9/25,2006/10/1
2009,14,49,22.6625156,120.3161625,1.818181818,0,1.818181818,1.470588235,34.54545455,2009/3/30,2009/4/5
2009,14,50,22.6709279,120.3240912,1.818181818,0,1.818181818,1.785714286,10.90909091,2009/3/30,2009/4/5
2006,9,52,22.6420718,120.2999431,1.818181818,0.018181818,1.818181818,1.25,21.81818182,2006/2/20,2006/2/26
2009,29,52,22.6420718,120.2999431,1.818181818,0,1.818181818,1.587301587,9.090909091,2009/7/13,2009/7/19
2005,15,54,22.6355178,120.2927338,1.818181818,0.018181818,1.818181818,1.960784314,12.72727273,2005/4/4,2005/4/10
2007,1,54,22.6355178,120.2927338,1.818181818,0,1.818181818,2.380952381,9.090909091,2007/1/1,2007/1/7
2009,21,55,22.6403863,120.3096749,1.818181818,0,1.818181818,1.219512195,16.36363636,2009/5/18,2009/5/24
2009,14,58,22.6464403,120.2902105,1.818181818,0,1.818181818,1.388888889,9.090909091,2009/3/30,2009/4/5
2009,16,58,22.6464403,120.2902105,1.818181818,0,1.818181818,1.5625,5.454545455,2009/4/13,2009/4/19
2009,10,60,22.6430695,120.3096749,1.818181818,0,1.818181818,1.754385965,5.454545455,2009/3/2,2009/3/8
2009,24,61,22.6364107,120.2948966,1.818181818,0.018181818,1.818181818,1.428571429,9.090909091,2009/6/8,2009/6/14
2009,18,62,22.6392101,120.2894895,1.818181818,0,1.818181818,1.612903226,5.454545455,2009/4/27,2009/5/3
2009,24,62,22.6392101,120.2894895,1.818181818,0,1.818181818,1.754385965,3.636363636,2009/6/8,2009/6/14
2009,12,63,22.6437991,120.3255327,1.818181818,0,1.818181818,1.694915254,7.272727273,2009/3/16,2009/3/22
2009,14,63,22.6437991,120.3255327,1.818181818,0,1.818181818,1.612903226,3.636363636,2009/3/30,2009/4/5
2006,14,64,22.6351375,120.3413886,1.818181818,0,1.818181818,1.298701299,32.72727273,2006/3/27,2006/4/2
2009,21,65,22.6473667,120.3341816,1.818181818,0,1.818181818,1.204819277,5.454545455,2009/5/18,2009/5/24
2009,28,67,22.643232,120.3331006,1.818181818,0.036363636,1.818181818,1.5625,12.72727273,2009/7/6,2009/7/12
2010,12,69,22.6416229,120.3392266,1.818181818,0,1.818181818,1.694915254,14.54545455,2010/3/15,2010/3/21
2009,18,72,22.6396034,120.3457126,1.818181818,0,1.818181818,1.754385965,5.454545455,2009/4/27,2009/5/3
2009,12,73,22.6366358,120.3341816,1.818181818,0.018181818,1.818181818,1.388888889,9.090909091,2009/3/16,2009/3/22
2009,14,73,22.6366358,120.3341816,1.818181818,0,1.818181818,1.694915254,3.636363636,2009/3/30,2009/4/5
2005,17,74,22.6403602,120.3356231,1.818181818,0,1.818181818,1.818181818,18.18181818,2005/4/18,2005/4/24
2006,14,76,22.6445413,120.3284158,1.818181818,0.109090909,1.818181818,1.282051282,40,2006/3/27,2006/4/2
2009,23,76,22.6445413,120.3284158,1.818181818,0.036363636,1.818181818,1.5625,7.272727273,2009/6/1,2009/6/7
2009,13,78,22.6560292,120.3183249,1.818181818,0,1.818181818,1.204819277,21.81818182,2009/3/23,2009/3/29
2009,14,79,22.6493216,120.3183249,1.818181818,0,1.818181818,1.612903226,10.90909091,2009/3/30,2009/4/5
2006,9,81,22.6524079,120.3244516,1.818181818,0,1.818181818,1.162790698,18.18181818,2006/2/20,2006/2/26
2009,15,81,22.6524079,120.3244516,1.818181818,0.036363636,1.818181818,1.470588235,29.09090909,2009/4/6,2009/4/12
2009,23,81,22.6524079,120.3244516,1.818181818,0.036363636,1.818181818,2.272727273,5.454545455,2009/6/1,2009/6/7
2005,18,82,22.6513662,120.32301,1.818181818,0.036363636,1.818181818,1.612903226,1.818181818,2005/4/25,2005/5/1
2009,11,82,22.6513662,120.32301,1.818181818,0,1.818181818,2.040816327,3.636363636,2009/3/9,2009/3/15
2009,25,82,22.6513662,120.32301,1.818181818,0,1.818181818,2.127659574,20,2009/6/15,2009/6/21
2009,19,83,22.651373,120.3165229,1.818181818,0,1.818181818,1.515151515,23.63636364,2009/5/4,2009/5/10
2006,14,84,22.6509951,120.3215685,1.818181818,0,1.818181818,1.162790698,27.27272727,2006/3/27,2006/4/2
2006,51,85,22.6594543,120.3212081,1.818181818,0,1.818181818,1.408450704,14.54545455,2006/12/11,2006/12/17
2009,13,86,22.6523825,120.3132792,1.818181818,0,1.818181818,1.754385965,5.454545455,2009/3/23,2009/3/29
2009,21,86,22.6523825,120.3132792,1.818181818,0,1.818181818,1.639344262,5.454545455,2009/5/18,2009/5/24
2007,32,6,22.6352957,120.2905709,1.785714286,0,1.785714286,3.571428571,8.928571429,2007/8/6,2007/8/12
2006,10,7,22.6444324,120.2837217,1.785714286,0.017857143,1.785714286,1.176470588,158.9285714,2006/2/27,2006/3/5
2012,2,9,22.6527321,120.3341816,1.785714286,0.008928571,1.785714286,6.25,2.678571429,2012/1/2,2012/1/8
2009,26,21,22.6338814,120.2876871,1.785714286,0,1.785714286,1.587301587,10.71428571,2009/6/22,2009/6/28
2010,42,21,22.6338814,120.2876871,1.785714286,0,1.785714286,1.818181818,6.25,2010/10/11,2010/10/17
2009,17,27,22.6497893,120.2966989,1.785714286,0,1.785714286,1.492537313,10.71428571,2009/4/20,2009/4/26
2006,13,38,22.636999,120.3049893,1.785714286,0,1.785714286,1.449275362,33.92857143,2006/3/20,2006/3/26
2007,39,47,22.6625794,120.3255327,1.785714286,0,1.785714286,1.234567901,5.357142857,2007/9/24,2007/9/30
2006,10,55,22.6403863,120.3096749,1.785714286,0,1.785714286,1.086956522,3.571428571,2006/2/27,2006/3/5
2009,19,68,22.6485655,120.3284158,1.785714286,0,1.785714286,1.612903226,5.357142857,2009/5/4,2009/5/10
2009,12,69,22.6416229,120.3392266,1.785714286,0,1.785714286,1.449275362,5.357142857,2009/3/16,2009/3/22
2007,17,82,22.6513662,120.32301,1.785714286,0,1.785714286,1.176470588,83.92857143,2007/4/23,2007/4/29
2009,24,83,22.651373,120.3165229,1.785714286,0,1.785714286,1.408450704,1.785714286,2009/6/8,2009/6/14
2009,14,85,22.6594543,120.3212081,1.785714286,0,1.785714286,1.923076923,44.64285714,2009/3/30,2009/4/5
2006,43,82,22.6513662,120.32301,1.754385965,0.052631579,1.754385965,1.063829787,7.894736842,2006/10/16,2006/10/22
2011,44,74,22.6403602,120.3356231,1.739130435,0,1.739130435,3.076923077,6.086956522,2011/10/24,2011/10/30
2009,23,13,22.6507594,120.3323798,1.724137931,0,1.724137931,1.492537313,29.31034483,2009/6/1,2009/6/7
2009,19,16,22.6480125,120.32301,1.724137931,0.034482759,1.724137931,1.886792453,8.620689655,2009/5/4,2009/5/10
2009,11,54,22.6355178,120.2927338,1.724137931,0,1.724137931,1.5625,10.34482759,2009/3/9,2009/3/15
2007,1,61,22.6364107,120.2948966,1.724137931,0,1.724137931,1.886792453,5.172413793,2007/1/1,2007/1/7
2011,38,68,22.6485655,120.3284158,1.724137931,0,1.724137931,4,8.620689655,2011/9/12,2011/9/18
2011,1,36,22.6386344,120.3100354,1.712328767,0,1.369863014,2.857142857,24.65753425,2011/1/1,2011/1/2
2007,7,7,22.6444324,120.2837217,1.694915254,0,1.694915254,1.492537313,11.86440678,2007/2/12,2007/2/18
2009,25,19,22.6404888,120.2986815,1.694915254,0,1.694915254,1.630434783,6.779661017,2009/6/15,2009/6/21
2006,9,84,22.6509951,120.3215685,1.694915254,0.016949153,1.694915254,1.694915254,3.389830508,2006/2/20,2006/2/26
